constellation name,star name,nomenclature name,equinox,right ascension hours,right ascension minutes,right ascension seconds,declination degrees,declination minutes,declination seconds,motion in right ascension,motion in declination,radial velocity,annual parallax,magnitude,Durchmusterung zone 1900,Durchmusterung number,
Draco,Gianfar,laDra,ICRS,11,31,24.2205,69,19,51.873,-0.274266667,-1.879,7.2,0.00976,3.84,70,665,
Draco,Arrakis,muDra,ICRS,17,5,20.116,54,28,12.153,-0.44,7.386,-17.3,0.03708,5.83,54,1857,
Draco,Kuma,nu-1Dra,ICRS,17,32,10.5697,55,11,3.273,0.9902,5.424,-15.2,0.03296,4.88,55,1944,
Draco,Kuma,nu-2Dra,ICRS,17,32,16.0258,55,10,22.651,0.958066667,6.246,-16,0.03264,4.87,55,1945,
Draco,Alathfar,omeDra,ICRS,17,36,57.0921,68,45,28.691,0.008933333,32.105,-14,0.04262,4.8,68,949,
Draco,Al Athfar,omeDra,ICRS,17,36,57.0921,68,45,28.691,0.008933333,32.105,-14,0.04262,4.8,68,949,
Draco,,omiDra,ICRS,18,51,12.0955,59,23,18.063,0.517066667,2.543,-19.5,0.01012,4.66,59,1925,
Draco,Batentaban Australis,phDra,ICRS,18,20,45.4304,71,20,16.132,-0.0394,3.579,-16,0.01128,4.22,0,0,
Draco,Dziban,ps-1Dra,ICRS,17,41,56.342,72,8,55.89,0.54,-26.72,-10,0.046,4.58,72,804,
Draco,Alsafi,siDra,ICRS,19,32,21.5908,69,39,40.232,3.9884,-173.871,26.7,0.1734,4.68,69,1053,
Draco,Athafi,siDra,ICRS,19,32,21.5908,69,39,40.232,3.9884,-173.871,26.7,0.1734,4.68,69,1053,
Draco,,taDra,ICRS,19,15,33.0563,73,21,19.685,-0.777333333,10.425,-29.7,0.02173,4.45,73,857,
Draco,Alsafi,thDra,ICRS,16,1,53.3457,58,33,54.905,-2.133866667,33.496,-8.5,0.04779,4.01,58,1608,
Draco,,upDra,ICRS,18,54,23.8547,71,17,49.891,0.323933333,4.211,-7.1,0.00947,4.82,71,915,
Draco,Grumium,xiDra,ICRS,17,53,31.7295,56,52,21.514,0.624333333,7.844,-25.8,0.02926,3.75,56,2033,
Draco,Nodus I,zeDra,ICRS,17,8,47.1956,65,42,52.86,-0.1384,1.915,-17,0.0096,3.17,65,1170,
Draco,Aldhibah,zeDra,ICRS,17,8,47.1956,65,42,52.86,-0.1384,1.915,-17,0.0096,3.17,65,1170,
Equuleus,Kitalpha,alEqu,ICRS,21,15,49.4317,5,14,52.241,0.397533333,-9.433,-16.2,0.01751,3.92,4,4635,
Equuleus,,gaEqu,ICRS,21,10,20.5001,10,7,53.686,0.327133333,-15.185,-17,0.02838,4.69,9,4732,
Eridanus,Sceptrum,53Eri,ICRS,4,38,10.8241,-14,18,14.471,-0.519066667,-17.806,41.8,0.02984,3.87,-14,933,
Eridanus,Achernar,alEri,ICRS,1,37,42.8466,-57,14,12.327,0.5868,-4.008,16,0.02268,0.46,-57,334,
Eridanus,Cursa,beEri,ICRS,5,7,50.9851,-5,5,11.206,-0.555933333,-7.544,-9.2,0.03671,2.79,-5,1162,
Eridanus,,chEri,ICRS,1,55,57.4724,-51,36,32.025,4.541533333,28.426,-6.3,0.05719,3.7,-52,241,
Eridanus,Rana,deEri,ICRS,3,43,14.9018,-9,45,48.221,-0.6114,74.224,-6.1,0.11058,3.54,-10,728,
Eridanus,,epEri,ICRS,3,32,55.8442,-9,27,29.744,-6.509066667,1.798,15.5,0.31074,3.73,-9,697,
Eridanus,Azha,etEri,ICRS,2,56,25.6497,-8,53,53.32,0.5182,-21.999,-20.3,0.02449,3.89,-9,553,
Eridanus,Zaurak,gaEri,ICRS,3,58,1.7664,-13,30,30.655,0.4034,-11.134,61.7,0.01475,2.95,-13,781,
Eridanus,,ioEri,ICRS,2,40,40.0344,-39,51,19.352,0.901133333,-2.734,-9.3,0.02242,4.11,-40,689,
Eridanus,,kaEri,ICRS,2,26,59.1223,-47,42,13.825,0.133133333,-0.544,27.7,0.00617,4.25,-48,637,
Eridanus,,laEri,ICRS,5,9,8.783,-8,45,14.691,0,-0.201,3,0.00186,4.27,-8,1040,
Eridanus,,muEri,ICRS,4,45,30.1511,-3,15,16.767,0.115133333,-1.351,8.5,0.00613,4.02,-3,876,
Eridanus,,nuEri,ICRS,4,36,19.1416,-3,21,8.853,0.011533333,-0.454,14.9,0.00556,3.93,-3,834,
Eridanus,Beid,omi-1Eri,ICRS,4,11,51.9402,-6,50,15.292,0.079466667,8.128,11,0.02598,4.04,-7,764,
Eridanus,Keid,omi-2Eri,ICRS,4,15,16.3201,-7,39,10.336,-14.9314,-342.034,-42.2,0.19825,4.43,-7,780,
Eridanus,,phEri,ICRS,2,16,30.5853,-51,30,43.793,0.605,-2.19,10.2,0.02106,3.56,-52,285,
Eridanus,Angetenar,ta-2Eri,ICRS,2,51,2.3215,-21,0,14.47,-0.26,-1.663,-8.6,0.01785,4.75,-21,509,
Eridanus,,ta-3Eri,ICRS,3,2,23.5002,-23,37,28.098,-0.973066667,-5.576,-9.8,0.03785,4.09,-24,1387,
Eridanus,,ta-5Eri,ICRS,3,33,47.2761,-21,37,58.378,0.2994,-2.747,14,0.01102,4.26,-22,628,
Eridanus,,ta-6Eri,ICRS,3,46,50.8875,-23,14,59.002,-1.065733333,-52.854,6.5,0.05579,4.23,-23,1565,
Eridanus,Acamar,th-1Eri,ICRS,2,58,15.696,-40,18,16.97,-0.297333333,1.9,11.9,0.028,3.42,-40,771,
Eridanus,Theemin,up-2Eri,ICRS,4,35,33.0385,-30,33,44.429,-0.326133333,-1.275,-4,0.01562,3.82,-30,1901,
Eridanus,,xiEri,ICRS,4,23,40.8523,-3,44,43.693,-0.319466667,-5.673,-11,0.01566,5.17,-4,818,
Eridanus,Zibal,zeEri,ICRS,3,15,50.0245,-8,49,11.027,-0.025466667,4.552,-4,0.02718,4.8,-9,624,
Fornax,Fornacis,alFor,ICRS,3,12,4.5277,-28,59,15.425,2.4766,61.228,-20.5,0.07086,4,-29,1177,
Fornax,,beFor,ICRS,2,49,5.4195,-32,24,21.232,0.579733333,15.896,16.8,0.01931,4.46,-32,1025,
Fornax,,deFor,ICRS,3,42,14.9027,-31,56,18.101,0.0344,1.423,26,0.00445,5,-32,1430,
Fornax,,kaFor,ICRS,2,22,32.5468,-23,48,58.774,1.3156,-0.439,18.4,0.0456,5.2,-24,1038,
Fornax,,la-1For,ICRS,2,33,7.0265,-34,38,59.881,-0.116066667,-1.794,13,0.00858,5.88,-35,877,
Fornax,,muFor,ICRS,2,12,54.4705,-30,43,25.771,0.102133333,0.715,10,0.00982,5.28,-31,882,
Fornax,,nuFor,ICRS,2,4,29.4385,-29,17,48.548,0.083733333,0.854,18.5,0.00903,4.69,-29,706,
Fornax,,taFor,ICRS,3,38,47.6717,-27,56,34.995,0.143666667,2.585,39,0.00781,6.08,-28,1225,
Gemini,Castor,alGem,ICRS,7,34,35.8628,31,53,17.795,-1.375533333,-14.818,-206.33,0.06327,1.58,32,1581,
Gemini,Pollux,beGem,ICRS,7,45,18.9503,28,1,34.315,-4.171266667,-4.596,3.3,0.09674,1.14,28,1463,
Gemini,,chGem,ICRS,8,3,31.0803,27,47,39.596,-0.1902,-3.525,-10.9,0.01266,4.94,28,1532,
Gemini,Wasat,deGem,ICRS,7,20,7.3775,21,58,56.354,-0.1248,-0.776,4.1,0.05545,3.53,22,1645,
Gemini,Mebsuta,epGem,ICRS,6,43,55.926,25,7,52.047,-0.039533333,-1.281,9.9,0.00361,2.98,25,1406,
Gemini,Propus etaGem,etGem,ICRS,6,14,52.6572,22,30,24.476,-0.416866667,-1.024,19,0.00934,3.28,22,1241,
Gemini,Alhena,gaGem,ICRS,6,37,42.7011,16,23,57.308,-0.0136,-6.692,-12.5,0.03112,1.93,16,1223,
Gemini,Almeisan,gaGem,ICRS,6,37,42.7011,16,23,57.308,-0.0136,-6.692,-12.5,0.03112,1.93,16,1223,
Gemini,Propus iotGem,ioGem,ICRS,7,25,43.5961,27,47,53.089,-0.808533333,-8.443,8.4,0.0259,3.79,28,1385,
Gemini,Al Krikab,kaGem,ICRS,7,44,26.8542,24,23,52.773,-0.149666667,-5.624,20.6,0.02273,3.57,24,1759,
Gemini,Kebash,laGem,ICRS,7,18,5.5787,16,32,25.379,-0.307266667,-3.79,-9.2,0.03459,3.58,16,1443,
Gemini,Alkibash,laGem,ICRS,7,18,5.5787,16,32,25.379,-0.307266667,-3.79,-9.2,0.03459,3.58,16,1443,
Gemini,Tejat,muGem,ICRS,6,22,57.627,22,30,48.909,0.378933333,-10.879,54.8,0.01407,2.88,22,1304,
Gemini,,nuGem,ICRS,6,28,57.7867,20,12,43.679,-0.039866667,-1.408,39.4,0.00649,4.15,20,1441,
Gemini,,omeGem,ICRS,7,2,24.7805,24,12,55.604,-0.043066667,-0.04,-8.5,0.00197,5.18,24,1502,
Gemini,,phGem,ICRS,7,53,29.8143,26,45,56.818,-0.2268,-3.117,8,0.01282,4.97,27,1499,
Gemini,,piGem,ICRS,7,47,30.3235,33,24,56.509,-0.1254,-2.863,-12,0.0058,5.14,33,1585,
Gemini,,rhGem,ICRS,7,29,6.7191,31,47,4.381,1.0622,19.382,-4.4,0.05406,4.18,32,1562,
Gemini,,siGem,ICRS,7,43,18.7265,28,53,0.635,0.412266667,-23.126,45.8,0.02668,4.28,0,0,
Gemini,,taGem,ICRS,7,11,8.3707,30,14,42.587,-0.206666667,-4.84,21.83,0.01081,4.398,0,0,
Gemini,Nageba,thGem,ICRS,6,52,47.3382,33,57,40.514,-0.017733333,-4.767,21,0.01659,3.6,34,1481,
Gemini,,upGem,ICRS,7,35,55.3464,26,53,44.667,-0.263866667,-10.808,-20.6,0.01357,4.06,27,1424,
Gemini,Alzirr,xiGem,ICRS,6,45,17.3647,12,53,44.128,-0.767733333,-19.091,25.3,0.05702,3.36,13,1396,
Gemini,Mekbuda,zeGem,ICRS,7,4,6.5318,20,34,13.069,-0.038133333,-0.096,6.7,0.00279,3.79,20,1687,
Grus,Alnair,alGru,ICRS,22,8,13.9855,-46,57,39.512,0.850666667,-14.791,11.8,0.03216,1.74,-47,14063,
Grus,Gruid,beGru,ICRS,22,42,40.0507,-46,53,4.477,0.904533333,-0.451,1.6,0.01917,2.11,-47,14308,
Grus,,de-1Gru,ICRS,22,29,16.1747,-43,29,44.033,0.1708,-0.423,4.9,0.01103,3.97,-44,14931,
Grus,,epGru,ICRS,22,48,33.2983,-51,19,0.71,0.723133333,-6.593,0,0.02516,3.49,-51,13389,
Grus,Al Dhanab,gaGru,ICRS,21,53,55.7245,-37,21,53.468,0.6392,-1.21,-2.1,0.01607,3.01,-37,14536,
Grus,Ras Alkurki,gaGru,ICRS,21,53,55.7245,-37,21,53.468,0.6392,-1.21,-2.1,0.01607,3.01,-37,14536,
Grus,,ioGru,ICRS,23,10,21.5377,-45,14,48.161,0.8828,-2.627,-4.4,0.01763,3.9,-45,14947,
Grus,,laGru,ICRS,22,6,6.8854,-39,32,36.072,-0.161066667,-12.517,38.8,0.0132,4.46,-40,14639,
Grus,,nuGru,ICRS,22,28,39.2099,-39,7,54.45,0.248266667,-16.072,10.6,0.01242,5.47,-39,14723,
Grus,,omiGru,ICRS,23,26,36.5762,-52,43,17.77,0.221066667,13.007,18,0.03128,5.54,-53,10461,
Grus,,zeGru,ICRS,23,0,52.8116,-52,45,14.893,-0.433933333,-1.291,-1.1,0.02899,4.12,-53,10382,
Hercules,Ras Algethi,alHer,ICRS,17,14,38.8584,14,23,25.198,-0.044733333,3.278,-6.71,0.00853,2.78,14,3207,
Hercules,Rasalgethi,alHer,ICRS,17,14,38.8584,14,23,25.198,-0.044733333,3.278,-6.71,0.00853,2.78,14,3207,
Hercules,Kornephoros,beHer,ICRS,16,30,13.1999,21,29,22.608,-0.6562,-1.449,-25.5,0.02207,2.77,21,2934,
Hercules,,chHer,ICRS,15,52,40.5415,42,27,5.465,2.926733333,62.955,-55.4,0.06308,4.62,42,2648,
Hercules,Sarin,deHer,ICRS,17,15,1.9106,24,50,21.135,-0.140933333,-15.768,-40,0.04155,3.14,25,3221,
Hercules,Kajam epsHer,epHer,ICRS,17,0,17.3738,30,55,35.057,-0.317866667,2.689,-25.1,0.02004,3.92,31,2947,
Hercules,Sofian,etHer,ICRS,16,42,53.7653,38,55,20.116,0.2372,-8.498,8.3,0.02911,3.53,39,3029,
Hercules,,gaHer,ICRS,16,21,55.2144,19,9,11.269,-0.316266667,4.461,-35.3,0.01669,3.75,19,3086,
Hercules,Apex,HerA*,1950,18,4,0,30,0,0,0,0,0,0,999.99,0,0,
Hercules,Al Jathiyah,ioHer,ICRS,17,39,27.8864,46,0,22.795,-0.0478,0.397,-20,0.00658,3.8,46,2349,
Hercules,Marsik,kaHer,ICRS,16,8,4.5255,17,2,49.129,-0.2286,-0.546,-11,0.0084,5,17,2964,
Hercules,Marfik,kaHer,ICRS,16,8,4.5255,17,2,49.129,-0.2286,-0.546,-11,0.0084,5,17,2964,
Hercules,Masym,laHer,ICRS,17,30,44.3099,26,6,38.323,0.1226,1.678,-26.4,0.00888,4.41,26,3034,
Hercules,Maasym,laHer,ICRS,17,30,44.3099,26,6,38.323,0.1226,1.678,-26.4,0.00888,4.41,26,3034,
Hercules,Melkarth,muHer,ICRS,17,46,27.5269,27,43,14.434,-1.9428,-75.003,-15.6,0.11905,3.42,27,2888,
Hercules,Kajam omeHer,omeHer,ICRS,16,25,24.9533,14,1,59.77,0.2626,-5.989,-5.9,0.01387,4.57,14,3049,
Hercules,Cujam,omeHer,ICRS,16,25,24.9533,14,1,59.77,0.2626,-5.989,-5.9,0.01387,4.57,14,3049,
Hercules,,omiHer,ICRS,18,7,32.5507,28,45,44.959,-0.001133333,0.751,-29.5,0.00939,3.83,28,2925,
Hercules,,phHer,ICRS,16,8,46.1779,44,56,5.662,-0.1732,3.586,-15.6,0.01427,4.26,45,2376,
Hercules,Fudail,piHer,ICRS,17,15,2.8343,36,48,32.983,-0.182333333,0.27,-25.7,0.00889,3.16,36,2844,
Hercules,,siHer,ICRS,16,34,6.1821,42,26,13.348,-0.0602,5.98,-10.9,0.01079,4.2,42,2724,
Hercules,Rukbalgethi Shemali,taHer,ICRS,16,19,44.4368,46,18,48.119,-0.087666667,3.931,-13.8,0.01037,3.89,46,2169,
Hercules,Rukbalgethi Genubi,thHer,ICRS,17,56,15.1805,37,15,1.941,0.018266667,0.724,-27.2,0.00487,3.86,37,2982,
Hercules,,xiHer,ICRS,17,57,45.8857,29,14,52.367,0.548866667,-1.873,-1.5,0.02412,3.7,29,3156,
Hercules,Rutilicus,zeHer,ICRS,16,41,17.1603,31,36,9.812,-3.084266667,34.508,-69.9,0.09264,3.539,0,0,
Horologium,,alHor,ICRS,4,14,0.1143,-42,17,39.725,0.279266667,-20.365,21.7,0.02785,3.86,-42,1425,
Horologium,,laHor,ICRS,2,24,53.9107,-60,18,43.011,-0.473866667,-13.104,6,0.0204,5.35,-60,199,
Horologium,,muHor,ICRS,3,3,36.8195,-59,44,15.991,-0.4854,-6.389,17.3,0.02367,5.11,-60,236,
Horologium,,zeHor,ICRS,2,40,39.6129,-54,32,59.681,0.2184,0.524,-1.1,0.02049,5.21,-55,446,
Hydra,Alphard,alHya,ICRS,9,27,35.2433,-8,39,30.969,-0.0966,3.325,-4.3,0.0184,1.98,-8,2680,
Hydra,Cor Hydrae,alHya,ICRS,9,27,35.2433,-8,39,30.969,-0.0966,3.325,-4.3,0.0184,1.98,-8,2680,
Hydra,,beHya,ICRS,11,52,54.5205,-33,54,29.248,-0.3868,0.24,-1,0.00893,4.276,0,0,
Hydra,,ch-1Hya,ICRS,11,5,19.9074,-27,17,37.004,-1.2716,-0.687,17,0.02298,4.94,-26,8338,
Hydra,Mautinah,deHya,ICRS,8,37,39.3662,5,42,13.614,-0.468466667,-0.699,11.3,0.01821,4.16,6,2001,
Hydra,Ashlesha,epHya,ICRS,8,46,46.5106,6,25,7.713,-1.540266667,-4.017,36.4,0.02413,3.38,0,0,
Hydra,,etHya,ICRS,8,43,13.4752,3,23,55.184,-0.1276,-0.129,21,0.00699,4.274,0,0,
Hydra,Cauda Hydrae,gaHya,ICRS,13,18,55.2968,-23,10,17.444,0.456066667,-4.109,-5.4,0.02469,3,-22,3554,
Hydra,Dhanab al Shuja,gaHya,ICRS,13,18,55.2968,-23,10,17.444,0.456066667,-4.109,-5.4,0.02469,3,-22,3554,
Hydra,,ioHya,ICRS,9,39,51.3619,-1,8,34.117,0.318733333,-6.292,23.2,0.01183,3.91,0,2231,
Hydra,,kaHya,ICRS,9,40,18.3633,-14,19,56.252,-0.175466667,-1.925,18,0.00633,5.06,-13,2917,
Hydra,,laHya,ICRS,10,10,35.2775,-12,21,14.699,-1.335533333,-10.028,19.4,0.02844,3.61,-11,2820,
Hydra,,muHya,ICRS,10,26,5.4267,-16,50,10.646,-0.856733333,-8.006,39.6,0.01314,3.81,-16,3052,
Hydra,Pleura,nuHya,ICRS,10,49,37.4884,-16,11,37.134,0.618466667,19.902,-1.2,0.02354,3.11,-15,3138,
Hydra,,omiHya,ICRS,11,40,12.7891,-34,44,40.775,-0.2936,-0.184,5.9,0.00659,4.7,-34,7610,
Hydra,Sataghni,piHya,ICRS,14,6,22.2971,-26,40,56.5,0.287,-14.082,27.2,0.03217,3.27,-26,10095,
Hydra,Al Minliar al Shuja,siHya,ICRS,8,38,45.4377,3,20,29.167,-0.126866667,-1.629,24.5,0.00925,4.44,3,2026,
Hydra,Minchir,siHya,ICRS,8,38,45.4377,3,20,29.167,-0.126866667,-1.629,24.5,0.00925,4.44,3,2026,
Hydra,Ukdah,ta-1Hya,ICRS,9,29,8.8977,-2,46,8.27,0.672866667,-0.315,9.8,0.05848,4.6,-2,2901,
Hydra,Ukdah,ta-2Hya,ICRS,9,31,58.9281,-1,11,4.79,-0.076133333,-0.387,5.6,0.00711,4.57,0,2211,
Hydra,,thHya,ICRS,9,14,21.859,2,18,51.409,0.750466667,-30.607,-10,0.02534,3.88,2,2167,
Hydra,,up-1Hya,ICRS,9,51,28.6937,-14,50,47.771,0.124533333,-2.188,-14.5,0.01192,4.117,0,0,
Hydra,,up-2Hya,ICRS,10,5,7.47,-13,3,52.654,-0.249866667,1.99,28,0.01177,4.6,-12,3073,
Hydra,,xiHya,ICRS,11,33,0.1155,-31,51,27.451,-1.393933333,-4.16,-4.6,0.02523,3.54,-31,9083,
Hydra,Hydrobius,zeHya,ICRS,8,55,23.6263,5,56,44.028,-0.665066667,1.465,22.8,0.02164,3.11,6,2060,
Hydrus,,alHyi,ICRS,1,58,46.1935,-61,34,11.493,1.750266667,2.689,7,0.04574,2.86,-62,162,
Hydrus,,beHyi,ICRS,0,25,45.0719,-77,15,15.284,14.79906667,32.528,22.7,0.13378,2.8,-77,16,
Hydrus,,deHyi,ICRS,2,21,44.9427,-68,39,33.905,-0.3338,0.238,6,0.0241,4.09,-69,113,
Hydrus,,epHyi,ICRS,2,39,35.3613,-68,16,1.006,0.582666667,0.056,6,0.02127,4.11,-68,161,
Hydrus,,et-2Hyi,ICRS,1,54,56.1314,-67,38,50.292,0.506666667,7.317,-16.2,0.01504,4.69,-68,101,
Hydrus,,gaHyi,ICRS,3,47,14.3412,-74,14,20.264,0.340466667,11.527,15.8,0.01523,3.24,-74,276,
Hydrus,,ioHyi,ICRS,3,15,57.6605,-77,23,18.435,0.754666667,6.2,19.4,0.03402,5.53,-77,134,
Hydrus,,kaHyi,ICRS,2,22,52.3051,-73,38,44.852,-0.543933333,1.184,22,0.01026,5.01,-74,194,
Hydrus,,laHyi,ICRS,0,48,35.4173,-74,55,24.375,0.888066667,-3.459,9.5,0.01594,5.07,-75,64,
Hydrus,,muHyi,ICRS,2,31,40.5442,-79,6,33.775,0.914266667,-5.442,-14.5,0.01118,5.28,-79,66,
Hydrus,,thHyi,ICRS,3,2,15.4484,-71,54,8.844,0.1812,1.595,11.8,0.00621,5.53,-72,219,
Indus,,alInd,ICRS,20,37,34.032,-47,17,29.406,0.328,6.607,-1.3,0.03221,3.11,-47,13477,
Indus,,beInd,ICRS,20,54,48.6031,-58,27,14.957,0.1404,-2.475,-4.9,0.00541,3.65,-58,7788,
Indus,,deInd,ICRS,21,57,55.0747,-54,59,33.272,0.286666667,-0.367,15,0.01765,4.4,-55,9733,
Indus,,epInd,ICRS,22,3,21.6571,-56,47,9.514,26.4094,-253.833,-40.4,0.27579,4.69,-57,10015,
Indus,,etInd,ICRS,20,44,2.3337,-51,55,15.495,1.0366,-5.364,-1.6,0.04138,4.51,-52,11752,
Indus,,gaInd,ICRS,21,26,15.4395,-54,39,37.654,0.008266667,3.869,6.8,0.01568,6.24,-55,9586,
Indus,,omiInd,ICRS,21,50,47.1841,-69,37,45.898,-0.165133333,-0.473,20.2,0.00584,5.53,-70,2873,
Indus,,rhInd,ICRS,22,54,39.4833,-70,4,25.352,-0.287933333,7.32,-3,0.03771,6.14,-70,2971,
Lacerta,,alLac,ICRS,22,31,17.501,50,16,56.969,0.9148,1.715,-4,0.03186,3.77,49,3875,
Lacerta,,beLac,ICRS,22,23,33.6235,52,13,44.567,-0.0904,-18.637,-10.4,0.01921,4.43,51,3358,
Leo,Regulus,alLeo,ICRS,10,8,22.3107,11,58,1.945,-1.662666667,0.491,5.9,0.04209,1.35,12,2149,
Leo,Denebola,beLeo,ICRS,11,49,3.5776,14,34,19.417,-3.3268,-11.378,-0.2,0.09016,2.14,15,2383,
Leo,,chLeo,ICRS,11,5,1.0273,7,20,9.626,-2.296066667,-4.74,4.7,0.03454,4.63,8,2455,
Leo,Dhur,deLeo,ICRS,11,14,6.5013,20,31,25.381,0.9554,-13.043,-20.2,0.05652,2.56,21,2298,
Leo,Zosma,deLeo,ICRS,11,14,6.5013,20,31,25.381,0.9554,-13.043,-20.2,0.05652,2.56,21,2298,
Leo,Ras Elased Australis,epLeo,ICRS,9,45,51.073,23,46,27.317,-0.307266667,-0.957,4.3,0.01301,2.98,24,2129,
Leo,Algieba,etLeo,ICRS,10,7,19.9523,16,45,45.592,-0.012933333,-0.053,3.3,0.00153,3.52,17,2171,
Leo,Al Jabhah,etLeo,ICRS,10,7,19.9523,16,45,45.592,-0.012933333,-0.053,3.3,0.00153,3.52,17,2171,
Leo,Algieba,ga-1Leo,ICRS,10,19,58.427,19,50,28.53,1.966,-15.4,-36.7,0.02596,2.61,20,2467,
Leo,Tse Tseng,ioLeo,ICRS,11,23,55.4523,10,31,46.231,0.938333333,-7.78,-10.3,0.04126,3.94,11,2348,
Leo,Tsze Tseang,ioLeo,ICRS,11,23,55.4523,10,31,46.231,0.938333333,-7.78,-10.3,0.04126,3.94,11,2348,
Leo,Alminhar,kaLeo,ICRS,9,24,39.2591,26,10,56.367,-0.207533333,-4.806,28.2,0.01528,4.46,26,1939,
Leo,Al Minliar al Asad,kaLeo,ICRS,9,24,39.2591,26,10,56.367,-0.207533333,-4.806,28.2,0.01528,4.46,26,1939,
Leo,Alterf,laLeo,ICRS,9,31,43.2281,22,58,4.694,-0.1292,-3.904,26.7,0.00969,4.31,23,2107,
Leo,Ras Elased Borealis,muLeo,ICRS,9,52,45.8173,26,0,25.025,-1.441933333,-5.492,13.8,0.02452,3.88,26,2019,
Leo,Rasalas,muLeo,ICRS,9,52,45.8173,26,0,25.025,-1.441933333,-5.492,13.8,0.02452,3.88,26,2019,
Leo,Subra,omiLeo,ICRS,9,41,9.0328,9,53,32.309,-0.9578,-3.745,-143.67,0.02412,3.52,10,2044,
Leo,,phLeo,ICRS,11,16,39.7009,-3,39,5.764,-0.721,-3.576,-3,0.01669,4.47,-2,3315,
Leo,,piLeo,ICRS,10,0,12.8066,8,2,39.203,-0.2004,-2.211,23.4,0.00621,4.7,8,2301,
Leo,,psLeo,ICRS,9,43,43.9046,14,1,18.091,0.034533333,-0.613,7.7,0.00457,5.35,14,2136,
Leo,Shir,rhLeo,ICRS,10,32,48.6719,9,18,23.708,-0.037133333,-0.359,42,0.00057,3.85,10,2166,
Leo,Shishimai,siLeo,ICRS,11,21,8.1943,6,1,45.558,-0.611733333,-1.283,-5.3,0.01524,4.05,6,2437,
Leo,,taLeo,ICRS,11,27,56.24,2,51,22.555,0.115466667,-1.041,-9.1,0.00525,4.95,3,2504,
Leo,Coxa,thLeo,ICRS,11,14,14.4052,15,25,46.453,-0.3934,-7.937,7.6,0.01836,3.34,16,2234,
Leo,Chertan,thLeo,ICRS,11,14,14.4052,15,25,46.453,-0.3934,-7.937,7.6,0.01836,3.34,16,2234,
Leo,Cestan,thLeo,ICRS,11,14,14.4052,15,25,46.453,-0.3934,-7.937,7.6,0.01836,3.34,16,2234,
Leo,Chort,thLeo,ICRS,11,14,14.4052,15,25,46.453,-0.3934,-7.937,7.6,0.01836,3.34,16,2234,
Leo,,upLeo,ICRS,11,36,56.9306,0,49,25.495,0.008666667,4.343,1,0.01831,4.3,0,2458,
Leo,,xiLeo,ICRS,9,31,56.7388,11,17,59.376,-0.599466667,-8.4,29.4,0.01367,4.97,11,2053,
Leo,Adhafera,zeLeo,ICRS,10,16,41.4169,23,25,2.318,0.132266667,-0.73,-15.6,0.01256,3.44,24,2209,
Leo Minor,,beLMi,ICRS,10,27,52.9997,36,42,25.962,-0.850133333,-10.962,5.6,0.02234,4.21,37,2080,
Leo Minor,Praecipua,omiLMi,ICRS,10,53,18.7051,34,12,53.536,0.6164667,-28.606,16.1,0.0334,3.83,34,2172,
Lepus,Arneb,alLep,ICRS,5,32,43.8159,-17,49,20.239,0.0218,0.154,23.9,0.00254,2.58,-17,1166,
Lepus,Nihal,beLep,ICRS,5,28,14.7232,-20,45,33.988,-0.033533333,-8.592,-13.6,0.02049,2.84,-20,1096,
Lepus,,deLep,ICRS,5,51,19.2957,-20,52,44.719,1.526333333,-64.793,99.3,0.02905,3.81,-20,1211,
Lepus,Sasin,epLep,ICRS,5,5,27.6643,-22,22,15.717,0.128466667,-7.235,1,0.01439,3.19,-22,1000,
Lepus,,etLep,ICRS,5,56,24.2929,-14,10,3.721,-0.281533333,13.902,-2.4,0.06647,3.71,-14,1286,
Lepus,,gaLep,ICRS,5,44,27.7904,-22,26,54.176,-1.949533333,-36.846,-9.7,0.11149,3.6,-22,1211,
Lepus,,laLep,ICRS,5,19,34.5245,-13,10,36.439,-0.0166,-0.474,20.2,0.00303,4.29,-13,1127,
Lepus,,muLep,ICRS,5,12,55.9009,-16,12,19.686,0.3044,-1.613,27.7,0.01769,3.31,-16,1072,
Lepus,,zeLep,ICRS,5,46,57.3408,-14,49,19.02,-0.098933333,-0.118,20,0.04647,3.55,-14,1232,
Libra,,al-1Lib,ICRS,14,50,41.1813,-15,59,50.053,-0.9062,-5.947,-23,0.04226,5.15,-15,3965,
Libra,Zubenelgenubi,al-2Lib,ICRS,14,50,52.7131,-16,2,30.401,-0.7046,-6.9,-10,0.04225,2.75,-15,3966,
Libra,Zuben Elgenubi,al-2Lib,ICRS,14,50,52.7131,-16,2,30.401,-0.7046,-6.9,-10,0.04225,2.75,-15,3966,
Libra,Zubeneshamali,beLib,ICRS,15,17,0.4148,-9,22,58.503,-0.6426,-2.076,-35.2,0.02038,2.61,-8,3935,
Libra,Zuben Eshamali,beLib,ICRS,15,17,0.4148,-9,22,58.503,-0.6426,-2.076,-35.2,0.02038,2.61,-8,3935,
Libra,Zubenelakribi,deLib,ICRS,15,0,58.3486,-8,31,8.195,-0.441333333,-0.34,-38.7,0.01072,4.92,-7,3938,
Libra,Zuben Elakribi,deLib,ICRS,15,0,58.3486,-8,31,8.195,-0.441333333,-0.34,-38.7,0.01072,4.92,-7,3938,
Libra,Zubenelakrab,gaLib,ICRS,15,35,31.579,-14,47,22.333,0.4378,0.693,-27.5,0.02142,3.91,-14,4237,
